ClaimID,LossDate,ReportDate,State,City,Status,ClaimAmount,FraudScore,Adjuster,PolicyType
C10001099,15-Mar-25,17-Mar-25,FL,Orlando,Pending,8533,0.779999971,AJ05,Auto
C10001127,21-Jun-25,24-Jun-25,FL,Orlando,Pending,2082,0.200000003,AJ08,Auto
C10001191,14-Apr-25,15-Apr-25,FL,Orlando,Pending,8119,0.75999999,AJ03,Auto
C10001254,18-May-25,21-May-25,FL,Orlando,Pending,2639,0.230000004,AJ16,Auto
C10001297,6-Mar-25,9-Mar-25,FL,Orlando,Pending,9888,0.819999993,AJ05,Auto
C10001379,25-Jan-25,27-Jan-25,FL,Orlando,Pending,6886,0.550000012,AJ07,Auto
C10001386,19-Jun-25,21-Jun-25,FL,Orlando,Pending,9530,0.319999993,AJ10,Auto
C10001393,22-May-25,25-May-25,FL,Orlando,Pending,6716,0.629999995,AJ06,Auto
C10001415,9-Jun-25,11-Jun-25,FL,Orlando,Pending,8685,0.460000008,AJ13,Auto
C10001483,3-Jan-25,6-Jan-25,FL,Orlando,Pending,11149,0.469999999,AJ13,Auto
C10001533,6-May-25,8-May-25,FL,Orlando,Pending,2646,0.899999976,AJ09,Auto
C10001561,23-Jun-25,25-Jun-25,FL,Orlando,Pending,7973,0.589999974,AJ18,Auto
C10001575,30-Mar-25,2-Apr-25,FL,Orlando,Pending,9331,0.319999993,AJ02,Auto
C10001592,2-Feb-25,5-Feb-25,FL,Orlando,Pending,4431,0.939999998,AJ13,Auto
C10001606,26-Apr-25,26-Apr-25,FL,Orlando,Pending,11937,0.870000005,AJ18,Auto
C10001664,8-Apr-25,8-Apr-25,FL,Orlando,Pending,9952,0.610000014,AJ04,Auto
C10001670,8-Apr-25,11-Apr-25,FL,Orlando,Pending,8830,0.239999995,AJ05,Auto
C10001692,14-Mar-25,17-Mar-25,FL,Orlando,Pending,10054,0.469999999,AJ14,Auto
C10001708,16-Mar-25,17-Mar-25,FL,Orlando,Pending,10945,0.620000005,AJ16,Auto
C10001732,28-Feb-25,2-Mar-25,FL,Orlando,Pending,1584,0.800000012,AJ17,Auto
C10001822,6-May-25,6-May-25,FL,Orlando,Pending,8513,0.109999999,AJ10,Auto
C10001856,16-Feb-25,19-Feb-25,FL,Orlando,Pending,10607,0.529999971,AJ15,Auto
C10001869,4-Feb-25,6-Feb-25,FL,Orlando,Pending,9552,0.189999998,AJ02,Auto
C10001905,11-Mar-25,12-Mar-25,FL,Orlando,Pending,5840,0.75,AJ07,Auto
C10001909,3-Mar-25,5-Mar-25,FL,Orlando,Pending,7443,0.090000004,AJ09,Auto
C10001948,30-May-25,30-May-25,FL,Orlando,Pending,10255,0.680000007,AJ19,Auto
C10001968,21-Jun-25,23-Jun-25,FL,Orlando,Pending,6486,0.620000005,AJ13,Auto
C10002007,24-Mar-25,27-Mar-25,FL,Orlando,Pending,3500,0.769999981,AJ05,Auto
C10002049,15-Apr-25,16-Apr-25,FL,Orlando,Pending,8485,0.02,AJ06,Auto
C10002072,16-May-25,17-May-25,FL,Orlando,Pending,10246,0.159999996,AJ07,Auto
C10002085,16-Mar-25,17-Mar-25,FL,Orlando,Pending,9637,0.029999999,AJ03,Auto
C10002093,24-Jan-25,27-Jan-25,FL,Orlando,Pending,2644,0.720000029,AJ18,Auto
C10002150,7-Jun-25,9-Jun-25,FL,Orlando,Pending,9635,0.529999971,AJ12,Auto
C10002160,26-May-25,26-May-25,FL,Orlando,Pending,4592,0.109999999,AJ09,Auto
C10002164,2-Feb-25,4-Feb-25,FL,Orlando,Pending,4212,0.319999993,AJ13,Auto
C10002184,6-Jun-25,6-Jun-25,FL,Orlando,Pending,10323,0.029999999,AJ16,Auto
C10002263,31-May-25,1-Jun-25,FL,Orlando,Pending,8979,0.289999992,AJ07,Auto
C10002303,29-Jan-25,29-Jan-25,FL,Orlando,Pending,9328,0.75999999,AJ12,Auto
C10002318,27-Jan-25,27-Jan-25,FL,Orlando,Pending,10843,0.449999988,AJ07,Auto
C10002373,24-May-25,27-May-25,FL,Orlando,Pending,4170,0.910000026,AJ14,Auto
C10002377,17-Apr-25,18-Apr-25,FL,Orlando,Pending,8132,0.289999992,AJ02,Auto
C10002388,15-Jan-25,16-Jan-25,FL,Orlando,Pending,7602,0.360000014,AJ18,Auto
C10002429,30-Jan-25,30-Jan-25,FL,Orlando,Pending,3671,0.079999998,AJ08,Auto
C10002518,24-Mar-25,27-Mar-25,FL,Orlando,Pending,10614,0.870000005,AJ09,Auto
C10002529,16-Mar-25,16-Mar-25,FL,Orlando,Pending,9937,0.360000014,AJ13,Auto
C10002532,27-Jan-25,28-Jan-25,FL,Orlando,Pending,2006,0.560000002,AJ04,Auto
C10002608,9-Jan-25,10-Jan-25,FL,Orlando,Pending,3115,0.170000002,AJ13,Auto
C10002630,27-Apr-25,30-Apr-25,FL,Orlando,Pending,9550,0.140000001,AJ13,Auto
C10002644,7-Feb-25,8-Feb-25,FL,Orlando,Pending,4545,0.600000024,AJ01,Auto
C10002729,13-Feb-25,15-Feb-25,FL,Orlando,Pending,11523,0.829999983,AJ09,Auto
C10002738,6-Feb-25,9-Feb-25,FL,Orlando,Pending,2740,0.980000019,AJ19,Auto
C10002745,27-Feb-25,27-Feb-25,FL,Orlando,Pending,2596,0.540000021,AJ07,Auto
C10002771,25-Feb-25,26-Feb-25,FL,Orlando,Pending,5090,0.119999997,AJ01,Auto
C10002784,7-Apr-25,7-Apr-25,FL,Orlando,Pending,4326,0.800000012,AJ04,Auto
C10002799,25-Apr-25,26-Apr-25,FL,Orlando,Pending,11610,0,AJ01,Auto
C10002805,9-Apr-25,10-Apr-25,FL,Orlando,Pending,8543,0.01,AJ08,Auto
C10002814,16-Feb-25,16-Feb-25,FL,Orlando,Pending,3540,0.959999979,AJ02,Auto
C10002844,23-Mar-25,25-Mar-25,FL,Orlando,Pending,9551,0.02,AJ20,Auto
C10002859,9-Jun-25,11-Jun-25,FL,Orlando,Pending,4494,0.150000006,AJ12,Auto
C10002901,13-Mar-25,14-Mar-25,FL,Orlando,Pending,8209,0.560000002,AJ14,Auto
C10002922,17-Apr-25,17-Apr-25,FL,Orlando,Pending,5382,0.949999988,AJ20,Auto
C10002976,23-Mar-25,24-Mar-25,FL,Orlando,Pending,2389,0.839999974,AJ19,Auto
C10003012,14-May-25,14-May-25,FL,Orlando,Pending,4436,0.930000007,AJ15,Auto
C10003045,18-Feb-25,21-Feb-25,FL,Orlando,Pending,2971,0.870000005,AJ05,Auto
C10003061,22-Apr-25,22-Apr-25,FL,Orlando,Pending,4896,0.920000017,AJ06,Auto
C10003062,23-Apr-25,26-Apr-25,FL,Orlando,Pending,9234,0.209999993,AJ04,Auto
C10003083,16-Jun-25,16-Jun-25,FL,Orlando,Pending,2200,0.579999983,AJ07,Auto
C10003088,15-Jan-25,17-Jan-25,FL,Orlando,Pending,1984,0.129999995,AJ08,Auto
C10003094,14-Mar-25,17-Mar-25,FL,Orlando,Pending,10407,0.980000019,AJ02,Auto
C10003104,15-Mar-25,16-Mar-25,FL,Orlando,Pending,7715,0.939999998,AJ14,Auto
C10003106,18-Mar-25,18-Mar-25,FL,Orlando,Pending,9479,0.790000021,AJ13,Auto
C10003134,3-Feb-25,6-Feb-25,FL,Orlando,Pending,9385,0.949999988,AJ01,Auto
C10003203,1-Mar-25,1-Mar-25,FL,Orlando,Pending,6021,0.050000001,AJ15,Auto
C10003212,30-Jan-25,1-Feb-25,FL,Orlando,Pending,10076,0.959999979,AJ14,Auto
C10003222,3-Apr-25,5-Apr-25,FL,Orlando,Pending,8394,0.170000002,AJ18,Auto
C10003274,28-Jun-25,1-Jul-25,FL,Orlando,Pending,4528,0.920000017,AJ14,Auto
C10003352,16-Jan-25,16-Jan-25,FL,Orlando,Pending,3978,0.600000024,AJ13,Auto
C10003513,13-Feb-25,16-Feb-25,FL,Orlando,Pending,9606,0.519999981,AJ11,Auto
C10003548,2-Apr-25,5-Apr-25,FL,Orlando,Pending,7218,0.529999971,AJ19,Auto
C10003594,13-Feb-25,13-Feb-25,FL,Orlando,Pending,1923,0.379999995,AJ17,Auto
C10003603,24-May-25,25-May-25,FL,Orlando,Pending,4119,0.810000002,AJ14,Auto
C10003678,26-May-25,29-May-25,FL,Orlando,Pending,6645,0.889999986,AJ16,Auto
C10003703,31-May-25,1-Jun-25,FL,Orlando,Pending,3058,0.469999999,AJ10,Auto
C10003718,7-May-25,8-May-25,FL,Orlando,Pending,7793,0.419999987,AJ12,Auto
C10003804,10-May-25,12-May-25,FL,Orlando,Pending,2919,0.939999998,AJ06,Auto
C10003823,14-May-25,14-May-25,FL,Orlando,Pending,3572,0.01,AJ03,Auto
C10003890,1-Jan-25,4-Jan-25,FL,Orlando,Pending,9110,0.25999999,AJ16,Auto
C10003938,15-Jan-25,18-Jan-25,FL,Orlando,Pending,2188,0.540000021,AJ07,Auto
C10003969,27-Jan-25,28-Jan-25,FL,Orlando,Pending,7101,0.319999993,AJ05,Auto
C10003974,10-May-25,13-May-25,FL,Orlando,Pending,4763,0.600000024,AJ18,Auto
C10003984,9-Feb-25,9-Feb-25,FL,Orlando,Pending,3491,0.050000001,AJ18,Auto
C10003999,16-Apr-25,17-Apr-25,FL,Orlando,Pending,5254,0.029999999,AJ18,Auto
C10004057,14-Jan-25,15-Jan-25,FL,Orlando,Pending,6461,0.879999995,AJ13,Auto
C10004066,28-Mar-25,30-Mar-25,FL,Orlando,Pending,4543,0.959999979,AJ15,Auto
C10004106,12-Feb-25,13-Feb-25,FL,Orlando,Pending,5363,0.460000008,AJ19,Auto
C10004132,23-May-25,24-May-25,FL,Orlando,Pending,7694,0.970000029,AJ02,Auto
C10004146,19-Jun-25,19-Jun-25,FL,Orlando,Pending,4194,0.170000002,AJ06,Auto
C10004177,10-May-25,11-May-25,FL,Orlando,Pending,3023,0.349999994,AJ19,Auto
C10004183,29-May-25,31-May-25,FL,Orlando,Pending,7726,0.029999999,AJ02,Auto
C10004184,9-May-25,9-May-25,FL,Orlando,Pending,2827,0.330000013,AJ05,Auto
C10004193,19-Mar-25,20-Mar-25,FL,Orlando,Pending,2709,0.01,AJ18,Auto
C10004206,20-Mar-25,20-Mar-25,FL,Orlando,Pending,1692,0.670000017,AJ17,Auto
C10004227,20-Mar-25,20-Mar-25,FL,Orlando,Pending,2936,0.409999996,AJ10,Auto
C10004304,1-May-25,2-May-25,FL,Orlando,Pending,4941,0.189999998,AJ03,Auto
C10004308,12-Apr-25,13-Apr-25,FL,Orlando,Pending,5288,0.379999995,AJ09,Auto
C10004329,4-Jun-25,7-Jun-25,FL,Orlando,Pending,7390,0.340000004,AJ17,Auto
C10004334,11-Jan-25,14-Jan-25,FL,Orlando,Pending,10989,0.639999986,AJ02,Auto
C10004385,2-Mar-25,4-Mar-25,FL,Orlando,Pending,11277,0.850000024,AJ11,Auto
C10004389,30-May-25,30-May-25,FL,Orlando,Pending,5501,0.680000007,AJ04,Auto
C10004449,19-May-25,22-May-25,FL,Orlando,Pending,9996,0.5,AJ05,Auto
C10004491,13-Jun-25,15-Jun-25,FL,Orlando,Pending,8671,0.779999971,AJ04,Auto
C10004492,21-Jun-25,22-Jun-25,FL,Orlando,Pending,4545,0.699999988,AJ12,Auto
C10004524,20-May-25,20-May-25,FL,Orlando,Pending,8607,0.01,AJ06,Auto
C10004547,29-Apr-25,1-May-25,FL,Orlando,Pending,7225,0.730000019,AJ19,Auto
C10004590,21-May-25,22-May-25,FL,Orlando,Pending,7877,0.600000024,AJ14,Auto
C10004640,1-Mar-25,4-Mar-25,FL,Orlando,Pending,4936,0.899999976,AJ08,Auto
C10004672,4-Apr-25,4-Apr-25,FL,Orlando,Pending,11649,0.400000006,AJ18,Auto
C10004676,11-Mar-25,13-Mar-25,FL,Orlando,Pending,3579,0.090000004,AJ02,Auto
C10004681,6-Mar-25,7-Mar-25,FL,Orlando,Pending,11808,0.280000001,AJ04,Auto
C10004688,17-Jun-25,18-Jun-25,FL,Orlando,Pending,2113,0.270000011,AJ02,Auto
C10004707,19-Jan-25,21-Jan-25,FL,Orlando,Pending,4790,0.920000017,AJ02,Auto
C10004724,27-Jun-25,27-Jun-25,FL,Orlando,Pending,4673,0.360000014,AJ20,Auto
C10004726,18-Mar-25,18-Mar-25,FL,Orlando,Pending,7436,0.790000021,AJ18,Auto
C10004735,26-Mar-25,27-Mar-25,FL,Orlando,Pending,5744,0.310000002,AJ10,Auto
C10004794,25-Jan-25,25-Jan-25,FL,Orlando,Pending,9984,0.129999995,AJ11,Auto
C10004974,24-Apr-25,26-Apr-25,FL,Orlando,Pending,1933,0.189999998,AJ02,Auto
C10004994,31-May-25,1-Jun-25,FL,Orlando,Pending,6297,0.50999999,AJ06,Auto
C10005002,7-Feb-25,8-Feb-25,FL,Orlando,Pending,2635,0.189999998,AJ04,Auto
C10005004,31-Jan-25,2-Feb-25,FL,Orlando,Pending,10563,0.230000004,AJ01,Auto
C10005006,3-Jun-25,3-Jun-25,FL,Orlando,Pending,6289,0.159999996,AJ17,Auto
C10005019,21-Mar-25,22-Mar-25,FL,Orlando,Pending,6316,0.790000021,AJ20,Auto
C10005020,10-Mar-25,10-Mar-25,FL,Orlando,Pending,7460,0.460000008,AJ08,Auto
C10005021,6-Feb-25,8-Feb-25,FL,Orlando,Pending,9826,0.930000007,AJ20,Auto
C10005034,12-Mar-25,12-Mar-25,FL,Orlando,Pending,3158,0.779999971,AJ09,Auto
C10005036,18-Mar-25,21-Mar-25,FL,Orlando,Pending,4472,0.349999994,AJ20,Auto
C10005037,26-Jun-25,26-Jun-25,FL,Orlando,Pending,11352,0.150000006,AJ02,Auto
C10005051,1-Jun-25,2-Jun-25,FL,Orlando,Pending,8785,0.75999999,AJ17,Auto
C10005081,13-Feb-25,16-Feb-25,FL,Orlando,Pending,4092,0.319999993,AJ16,Auto
C10005086,8-May-25,11-May-25,FL,Orlando,Pending,10189,0.49000001,AJ20,Auto
C10005089,7-May-25,9-May-25,FL,Orlando,Pending,4190,0.540000021,AJ11,Auto
C10005122,24-Jan-25,25-Jan-25,FL,Orlando,Pending,4362,1,AJ19,Auto
C10005128,3-Apr-25,4-Apr-25,FL,Orlando,Pending,4897,0.230000004,AJ02,Auto
C10005129,29-Apr-25,29-Apr-25,FL,Orlando,Pending,8079,0.920000017,AJ05,Auto
C10005176,22-Apr-25,24-Apr-25,FL,Orlando,Pending,2589,0.879999995,AJ14,Auto
C10005200,1-Jun-25,3-Jun-25,FL,Orlando,Pending,5993,0.270000011,AJ19,Auto
C10005265,5-May-25,8-May-25,FL,Orlando,Pending,11153,0.720000029,AJ16,Auto
C10005282,1-Jan-25,4-Jan-25,FL,Orlando,Pending,1813,0.029999999,AJ03,Auto
C10005312,25-May-25,28-May-25,FL,Orlando,Pending,4017,0.790000021,AJ04,Auto
C10005361,4-Apr-25,7-Apr-25,FL,Orlando,Pending,3425,0.449999988,AJ18,Auto
C10005388,25-Apr-25,26-Apr-25,FL,Orlando,Pending,10705,0.519999981,AJ18,Auto
C10005389,29-Jan-25,1-Feb-25,FL,Orlando,Pending,7797,0.340000004,AJ11,Auto
C10005431,21-Jun-25,24-Jun-25,FL,Orlando,Pending,5960,0.349999994,AJ06,Auto
C10005435,3-Jun-25,3-Jun-25,FL,Orlando,Pending,10933,0.810000002,AJ19,Auto
C10005437,19-Apr-25,21-Apr-25,FL,Orlando,Pending,8179,0.779999971,AJ06,Auto
C10005514,9-Apr-25,9-Apr-25,FL,Orlando,Pending,4500,0.479999989,AJ13,Auto
C10005550,22-Apr-25,22-Apr-25,FL,Orlando,Pending,7319,0.07,AJ05,Auto
C10005640,24-Jun-25,26-Jun-25,FL,Orlando,Pending,8924,0.839999974,AJ12,Auto
C10005741,8-Feb-25,11-Feb-25,FL,Orlando,Pending,7747,0.079999998,AJ04,Auto
C10005752,7-Apr-25,9-Apr-25,FL,Orlando,Pending,2707,0.629999995,AJ08,Auto
C10005785,18-Feb-25,20-Feb-25,FL,Orlando,Pending,11427,0.629999995,AJ08,Auto
C10005840,26-Feb-25,28-Feb-25,FL,Orlando,Pending,8150,0.140000001,AJ15,Auto
C10005870,17-Mar-25,17-Mar-25,FL,Orlando,Pending,11705,0.270000011,AJ02,Auto
C10005892,6-Feb-25,9-Feb-25,FL,Orlando,Pending,3053,0.550000012,AJ12,Auto
C10005906,2-Apr-25,5-Apr-25,FL,Orlando,Pending,2291,0.579999983,AJ06,Auto
C10005945,1-Mar-25,2-Mar-25,FL,Orlando,Pending,9660,0.649999976,AJ07,Auto
C10005982,20-Apr-25,21-Apr-25,FL,Orlando,Pending,6426,0.5,AJ04,Auto
C10006005,2-Jun-25,4-Jun-25,FL,Orlando,Pending,10668,0.449999988,AJ17,Auto
C10006018,28-Mar-25,31-Mar-25,FL,Orlando,Pending,7478,0.839999974,AJ01,Auto
C10006073,15-Apr-25,16-Apr-25,FL,Orlando,Pending,1526,0.980000019,AJ02,Auto
C10006109,23-Mar-25,25-Mar-25,FL,Orlando,Pending,8895,0.810000002,AJ10,Auto
C10006158,30-Apr-25,3-May-25,FL,Orlando,Pending,4961,0.159999996,AJ10,Auto
C10006230,11-Feb-25,14-Feb-25,FL,Orlando,Pending,9730,0.980000019,AJ01,Auto
C10006245,5-Feb-25,5-Feb-25,FL,Orlando,Pending,3192,0.50999999,AJ12,Auto
C10006249,23-May-25,24-May-25,FL,Orlando,Pending,4673,0.850000024,AJ01,Auto
C10006262,4-Mar-25,4-Mar-25,FL,Orlando,Pending,5460,0.180000007,AJ19,Auto
C10006264,4-Mar-25,6-Mar-25,FL,Orlando,Pending,9127,0.159999996,AJ11,Auto
C10006289,31-Jan-25,2-Feb-25,FL,Orlando,Pending,10550,0.579999983,AJ04,Auto
C10006290,13-Mar-25,16-Mar-25,FL,Orlando,Pending,7901,0.579999983,AJ03,Auto
C10006340,26-May-25,26-May-25,FL,Orlando,Pending,4646,0.980000019,AJ05,Auto
C10006392,4-Mar-25,7-Mar-25,FL,Orlando,Pending,8607,0.839999974,AJ03,Auto
C10006412,25-May-25,26-May-25,FL,Orlando,Pending,2701,0.270000011,AJ06,Auto
C10006435,3-Feb-25,4-Feb-25,FL,Orlando,Pending,9757,0.330000013,AJ12,Auto
C10006439,7-Feb-25,10-Feb-25,FL,Orlando,Pending,8806,0.850000024,AJ09,Auto
C10006465,4-Jan-25,7-Jan-25,FL,Orlando,Pending,4850,0.409999996,AJ02,Auto
C10006508,4-May-25,4-May-25,FL,Orlando,Pending,9333,0.119999997,AJ13,Auto
C10006521,20-Jan-25,23-Jan-25,FL,Orlando,Pending,3186,0.610000014,AJ04,Auto
C10006529,25-Jun-25,25-Jun-25,FL,Orlando,Pending,5250,0.150000006,AJ02,Auto
C10006536,8-Mar-25,9-Mar-25,FL,Orlando,Pending,3912,0.180000007,AJ15,Auto
C10006566,21-Mar-25,22-Mar-25,FL,Orlando,Pending,9920,0.239999995,AJ07,Auto
C10006582,10-Jun-25,13-Jun-25,FL,Orlando,Pending,2959,0.75,AJ07,Auto
C10006625,3-Feb-25,6-Feb-25,FL,Orlando,Pending,6939,0.159999996,AJ02,Auto
C10006642,17-Feb-25,20-Feb-25,FL,Orlando,Pending,8060,0.360000014,AJ15,Auto
C10006667,7-Jun-25,9-Jun-25,FL,Orlando,Pending,3768,0.189999998,AJ08,Auto
C10006676,20-Jun-25,20-Jun-25,FL,Orlando,Pending,6508,0.829999983,AJ11,Auto
C10006718,21-Apr-25,22-Apr-25,FL,Orlando,Pending,4056,0.50999999,AJ13,Auto
C10006808,8-Jun-25,9-Jun-25,FL,Orlando,Pending,2332,0.439999998,AJ14,Auto
C10006843,15-Jun-25,17-Jun-25,FL,Orlando,Pending,8116,0.150000006,AJ20,Auto
C10006865,28-Jan-25,30-Jan-25,FL,Orlando,Pending,5056,0.349999994,AJ04,Auto
C10006872,19-May-25,19-May-25,FL,Orlando,Pending,1624,0.600000024,AJ10,Auto
C10006919,4-Jun-25,6-Jun-25,FL,Orlando,Pending,9321,0.360000014,AJ11,Auto
C10006933,6-Mar-25,6-Mar-25,FL,Orlando,Pending,10920,0.50999999,AJ07,Auto
C10006948,7-Apr-25,9-Apr-25,FL,Orlando,Pending,8515,0.949999988,AJ18,Auto
C10006987,10-Jan-25,10-Jan-25,FL,Orlando,Pending,3040,0.790000021,AJ05,Auto
C10007050,1-Jun-25,3-Jun-25,FL,Orlando,Pending,1506,0.150000006,AJ15,Auto
C10007094,11-Jan-25,14-Jan-25,FL,Orlando,Pending,2565,0,AJ17,Auto
C10007107,12-Apr-25,14-Apr-25,FL,Orlando,Pending,10152,0.620000005,AJ12,Auto
C10007162,1-Mar-25,3-Mar-25,FL,Orlando,Pending,11489,0.870000005,AJ07,Auto
C10007217,23-Jun-25,24-Jun-25,FL,Orlando,Pending,6437,0.039999999,AJ08,Auto
C10007230,30-Jun-25,30-Jun-25,FL,Orlando,Pending,5735,0.970000029,AJ08,Auto
C10007305,11-Mar-25,12-Mar-25,FL,Orlando,Pending,4249,0.150000006,AJ06,Auto
C10007324,12-Mar-25,13-Mar-25,FL,Orlando,Pending,4852,0.319999993,AJ09,Auto
C10007430,29-Jan-25,30-Jan-25,FL,Orlando,Pending,6712,0.889999986,AJ06,Auto
C10007434,2-Jun-25,4-Jun-25,FL,Orlando,Pending,9553,0.550000012,AJ15,Auto
C10007579,14-Jan-25,15-Jan-25,FL,Orlando,Pending,10398,0.02,AJ18,Auto
C10007589,28-Feb-25,2-Mar-25,FL,Orlando,Pending,9423,0.150000006,AJ09,Auto
C10007592,13-May-25,13-May-25,FL,Orlando,Pending,8845,0.150000006,AJ12,Auto
C10007605,17-Jun-25,17-Jun-25,FL,Orlando,Pending,9573,0.889999986,AJ10,Auto
C10007626,9-Feb-25,11-Feb-25,FL,Orlando,Pending,6341,0.439999998,AJ11,Auto
C10007661,13-May-25,14-May-25,FL,Orlando,Pending,6686,0.469999999,AJ07,Auto
C10007703,7-Feb-25,10-Feb-25,FL,Orlando,Pending,10627,0.02,AJ19,Auto
C10007710,22-Mar-25,24-Mar-25,FL,Orlando,Pending,4937,0.660000026,AJ04,Auto
C10007732,8-Apr-25,9-Apr-25,FL,Orlando,Pending,5894,0.109999999,AJ12,Auto
C10007736,8-Apr-25,10-Apr-25,FL,Orlando,Pending,7165,0.870000005,AJ08,Auto
C10007798,29-Mar-25,1-Apr-25,FL,Orlando,Pending,5168,0.730000019,AJ19,Auto
C10007805,29-Apr-25,30-Apr-25,FL,Orlando,Pending,11962,0.109999999,AJ20,Auto
C10007854,19-Mar-25,22-Mar-25,FL,Orlando,Pending,7739,0.680000007,AJ14,Auto
C10007884,11-Feb-25,14-Feb-25,FL,Orlando,Pending,2739,0.239999995,AJ04,Auto
C10007889,18-Jan-25,18-Jan-25,FL,Orlando,Pending,11647,0.980000019,AJ12,Auto
C10007926,21-May-25,22-May-25,FL,Orlando,Pending,7807,0.07,AJ19,Auto
C10007953,30-Mar-25,2-Apr-25,FL,Orlando,Pending,2519,0.289999992,AJ07,Auto
C10008006,10-Jan-25,11-Jan-25,FL,Orlando,Pending,11360,0.560000002,AJ15,Auto
C10008042,15-Apr-25,16-Apr-25,FL,Orlando,Pending,6262,0.970000029,AJ01,Auto
C10008074,23-May-25,23-May-25,FL,Orlando,Pending,4528,0.119999997,AJ20,Auto
C10008079,26-Mar-25,29-Mar-25,FL,Orlando,Pending,1805,0.75999999,AJ03,Auto
C10008080,23-Apr-25,26-Apr-25,FL,Orlando,Pending,2109,0.850000024,AJ04,Auto
C10008106,29-Jan-25,29-Jan-25,FL,Orlando,Pending,10713,0.910000026,AJ10,Auto
C10008161,3-Jun-25,5-Jun-25,FL,Orlando,Pending,3214,0.930000007,AJ01,Auto
C10008162,15-Feb-25,16-Feb-25,FL,Orlando,Pending,2463,0.889999986,AJ19,Auto
C10008185,26-Jan-25,27-Jan-25,FL,Orlando,Pending,10172,0.560000002,AJ05,Auto
C10008187,22-Feb-25,24-Feb-25,FL,Orlando,Pending,1714,0.75999999,AJ12,Auto
C10008210,21-Apr-25,21-Apr-25,FL,Orlando,Pending,11927,0.850000024,AJ18,Auto
C10008222,22-Feb-25,25-Feb-25,FL,Orlando,Pending,10937,0.090000004,AJ13,Auto
C10008280,19-Jun-25,21-Jun-25,FL,Orlando,Pending,8558,0.949999988,AJ14,Auto
C10008331,4-Feb-25,5-Feb-25,FL,Orlando,Pending,1743,0.600000024,AJ06,Auto
C10008339,31-May-25,1-Jun-25,FL,Orlando,Pending,4640,0.589999974,AJ04,Auto
C10008364,17-May-25,18-May-25,FL,Orlando,Pending,7277,0.129999995,AJ03,Auto
C10008370,20-May-25,21-May-25,FL,Orlando,Pending,1589,0.550000012,AJ02,Auto
C10008389,16-Feb-25,19-Feb-25,FL,Orlando,Pending,5847,0.079999998,AJ16,Auto
C10008486,3-Jun-25,3-Jun-25,FL,Orlando,Pending,11461,0.850000024,AJ19,Auto
C10008493,10-Jun-25,11-Jun-25,FL,Orlando,Pending,11181,0.109999999,AJ08,Auto
C10008500,20-Mar-25,22-Mar-25,FL,Orlando,Pending,7041,0.949999988,AJ13,Auto
C10008552,4-Jun-25,5-Jun-25,FL,Orlando,Pending,8861,0.409999996,AJ01,Auto
C10008574,14-Jan-25,15-Jan-25,FL,Orlando,Pending,3518,0.02,AJ09,Auto
C10008596,9-May-25,10-May-25,FL,Orlando,Pending,10252,0.289999992,AJ10,Auto
C10008653,26-Jun-25,29-Jun-25,FL,Orlando,Pending,3568,0.980000019,AJ13,Auto
C10008666,15-Jan-25,18-Jan-25,FL,Orlando,Pending,8989,0.419999987,AJ12,Auto
C10008667,7-Jan-25,9-Jan-25,FL,Orlando,Pending,11101,0.589999974,AJ11,Auto
C10008684,24-Mar-25,24-Mar-25,FL,Orlando,Pending,4999,0.25999999,AJ05,Auto
C10008690,31-May-25,2-Jun-25,FL,Orlando,Pending,10806,0.449999988,AJ19,Auto
C10008712,9-Jun-25,11-Jun-25,FL,Orlando,Pending,10766,0.239999995,AJ18,Auto
C10008722,3-Feb-25,6-Feb-25,FL,Orlando,Pending,5658,0.569999993,AJ08,Auto
C10008750,16-Mar-25,17-Mar-25,FL,Orlando,Pending,9451,0.449999988,AJ18,Auto
C10008764,18-Jun-25,21-Jun-25,FL,Orlando,Pending,11135,0.560000002,AJ07,Auto
C10008771,19-Apr-25,21-Apr-25,FL,Orlando,Pending,3360,0.300000012,AJ02,Auto
C10008800,28-May-25,29-May-25,FL,Orlando,Pending,9985,0.079999998,AJ05,Auto
C10008817,15-Jun-25,16-Jun-25,FL,Orlando,Pending,6976,0.409999996,AJ13,Auto
C10008835,11-Feb-25,13-Feb-25,FL,Orlando,Pending,4327,0.159999996,AJ19,Auto
C10008894,19-May-25,19-May-25,FL,Orlando,Pending,8104,0.029999999,AJ06,Auto
C10008904,20-Apr-25,21-Apr-25,FL,Orlando,Pending,5133,0.319999993,AJ02,Auto
C10009005,3-May-25,5-May-25,FL,Orlando,Pending,10184,0.769999981,AJ15,Auto
C10009006,13-Jan-25,14-Jan-25,FL,Orlando,Pending,7316,0.959999979,AJ10,Auto
C10009110,17-Feb-25,18-Feb-25,FL,Orlando,Pending,4856,0.610000014,AJ18,Auto
C10009178,7-Feb-25,9-Feb-25,FL,Orlando,Pending,5242,0.519999981,AJ04,Auto
C10009204,25-Mar-25,27-Mar-25,FL,Orlando,Pending,3673,0.75999999,AJ19,Auto
C10009249,24-Jan-25,24-Jan-25,FL,Orlando,Pending,4224,0.579999983,AJ04,Auto
C10009252,26-Jun-25,27-Jun-25,FL,Orlando,Pending,11714,0.75999999,AJ20,Auto
C10009256,25-Jan-25,27-Jan-25,FL,Orlando,Pending,2548,0.170000002,AJ02,Auto
C10009367,13-Apr-25,15-Apr-25,FL,Orlando,Pending,3955,0.899999976,AJ16,Auto
