VehicleID,ClaimID,VehicleType,DamageSeverity,PartsCost,LaborHours,LaborCost,RepairDays,TotalLoss
V10013400,C10013400,Truck,High,2845,37,2812,22,FALSE
V10013569,C10013569,Truck,High,3574,19,1824,22,FALSE
V10013787,C10013787,Truck,High,2899,6,438,22,FALSE
V10014483,C10014483,Truck,High,3484,27,2430,22,FALSE
V10014571,C10014571,Truck,High,2551,14,1246,22,FALSE
V10014669,C10014669,Truck,High,3159,32,3296,22,FALSE
V10014781,C10014781,Truck,High,974,22,2420,22,FALSE
V10014844,C10014844,Truck,High,648,14,896,22,FALSE
V10015128,C10015128,Truck,High,1335,13,1157,22,FALSE
V10015187,C10015187,Truck,High,748,9,540,22,FALSE
V10015824,C10015824,Truck,High,3506,20,2400,22,FALSE
V10016162,C10016162,Truck,High,3644,20,1640,22,FALSE
V10016440,C10016440,Truck,High,2259,26,2210,22,FALSE
V10016845,C10016845,Truck,High,3212,37,3034,22,FALSE
V10017049,C10017049,Truck,High,5234,29,2581,22,FALSE
V10017322,C10017322,Truck,High,3470,16,1600,22,FALSE
V10017377,C10017377,Truck,High,2783,38,4522,22,FALSE
V10017427,C10017427,Truck,High,1478,39,3627,22,FALSE
V10017431,C10017431,Truck,High,2786,17,1751,22,FALSE
V10017816,C10017816,Truck,High,1955,18,1116,22,FALSE
V10018281,C10018281,Truck,High,4663,26,2028,22,FALSE
V10018555,C10018555,Truck,High,4170,31,3503,22,FALSE
V10019011,C10019011,Truck,High,5008,16,1488,22,FALSE
V10000112,C10000112,Truck,High,2065,29,3393,19,FALSE
V10000142,C10000142,Truck,High,5795,20,1880,19,FALSE
V10000183,C10000183,Truck,High,4361,30,3120,19,FALSE
V10001087,C10001087,Truck,High,3387,6,570,19,FALSE
V10001262,C10001262,Truck,High,5277,12,936,19,FALSE
V10001289,C10001289,Truck,High,4058,24,2664,19,FALSE
V10001484,C10001484,Truck,High,3720,16,1584,19,FALSE
V10001632,C10001632,Truck,High,3174,35,2170,19,FALSE
V10001643,C10001643,Truck,High,940,7,714,19,FALSE
V10001788,C10001788,Truck,High,1411,23,2300,19,FALSE
V10002145,C10002145,Truck,High,2704,38,4446,19,FALSE
V10002220,C10002220,Truck,High,3994,37,3034,19,FALSE
V10002248,C10002248,Truck,High,3198,14,1316,19,FALSE
V10002638,C10002638,Truck,High,2224,5,375,19,FALSE
V10003201,C10003201,Truck,High,5747,5,430,19,FALSE
V10003286,C10003286,Truck,High,3960,29,3393,19,FALSE
V10003445,C10003445,Truck,High,3544,9,1035,19,FALSE
V10003460,C10003460,Truck,High,2230,22,2618,19,FALSE
V10004104,C10004104,Truck,High,3599,31,3007,19,FALSE
V10004193,C10004193,Truck,High,4587,35,2170,19,FALSE
V10004406,C10004406,Truck,High,4666,6,456,19,FALSE
V10004468,C10004468,Truck,High,510,13,845,19,FALSE
V10005339,C10005339,Truck,High,5046,14,1638,19,FALSE
V10005636,C10005636,Truck,High,5505,16,1008,19,FALSE
V10005690,C10005690,Truck,High,590,20,1920,19,FALSE
V10005949,C10005949,Truck,High,2768,40,3880,19,FALSE
V10006189,C10006189,Truck,High,2612,14,1246,19,FALSE
V10006208,C10006208,Truck,High,2456,32,2432,19,FALSE
V10006903,C10006903,Truck,High,3014,14,938,19,FALSE
V10007659,C10007659,Truck,High,1182,14,1568,19,FALSE
V10007794,C10007794,Truck,High,5779,8,888,19,FALSE
V10008204,C10008204,Truck,High,1713,19,1995,19,FALSE
V10008616,C10008616,Truck,High,4162,27,2430,19,FALSE
V10009034,C10009034,Truck,High,2941,21,1764,19,FALSE
V10009167,C10009167,Truck,High,2219,30,2520,19,FALSE
V10009228,C10009228,Truck,High,3089,15,1740,19,FALSE
V10009405,C10009405,Truck,High,1194,13,1547,19,FALSE
V10009624,C10009624,Truck,High,4804,9,711,19,FALSE
V10009705,C10009705,Truck,High,4284,18,1170,19,FALSE
V10009951,C10009951,Truck,High,4553,39,2964,19,FALSE
V10010209,C10010209,Truck,High,1240,24,1944,19,FALSE
V10010396,C10010396,Truck,High,532,14,1260,19,FALSE
V10010413,C10010413,Truck,High,2928,15,1005,19,FALSE
V10010677,C10010677,Truck,High,3654,40,2880,19,FALSE
V10010857,C10010857,Truck,High,4108,40,2400,19,FALSE
V10010966,C10010966,Truck,High,1357,7,770,19,FALSE
V10011112,C10011112,Truck,High,5025,19,1919,19,FALSE
V10011213,C10011213,Truck,High,4871,22,2354,19,FALSE
V10011514,C10011514,Truck,High,1437,27,3186,19,FALSE
V10011575,C10011575,Truck,High,4158,20,1600,19,FALSE
V10012428,C10012428,Truck,High,2395,23,1863,19,FALSE
V10012848,C10012848,Truck,High,3923,15,1095,19,FALSE
V10012995,C10012995,Truck,High,4980,26,2626,19,FALSE
V10013164,C10013164,Truck,High,4066,29,1827,19,FALSE
V10014271,C10014271,Truck,High,3377,32,2656,19,FALSE
V10014472,C10014472,Truck,High,5008,39,2496,19,FALSE
V10014761,C10014761,Truck,High,1641,24,1776,19,FALSE
V10014887,C10014887,Truck,High,1942,5,430,19,FALSE
V10014934,C10014934,Truck,High,1933,10,990,19,FALSE
V10015004,C10015004,Truck,High,3606,5,430,19,FALSE
V10015162,C10015162,Truck,High,5471,26,2314,19,FALSE
V10015268,C10015268,Truck,High,4943,31,2480,19,FALSE
V10016468,C10016468,Truck,High,2725,24,2352,19,FALSE
V10016495,C10016495,Truck,High,2806,30,2400,19,FALSE
V10016936,C10016936,Truck,High,1219,32,2016,19,FALSE
V10016999,C10016999,Truck,High,624,17,1479,19,FALSE
V10018164,C10018164,Truck,High,4494,22,2046,19,FALSE
V10018404,C10018404,Truck,High,4541,22,2156,19,FALSE
V10018585,C10018585,Truck,High,624,7,483,19,FALSE
V10018766,C10018766,Truck,High,3806,20,2400,19,FALSE
V10018852,C10018852,Truck,High,5949,8,816,19,FALSE
V10019142,C10019142,Truck,High,3820,25,2550,19,FALSE
V10019182,C10019182,Truck,High,3875,26,2756,19,FALSE
V10019325,C10019325,Truck,High,505,20,1600,19,FALSE
V10019418,C10019418,Truck,High,2323,6,420,19,FALSE
V10019588,C10019588,Truck,High,3876,26,2392,19,FALSE
V10000090,C10000090,Truck,High,2293,5,480,9,FALSE
V10000309,C10000309,Truck,High,4018,9,963,9,FALSE
V10000356,C10000356,Truck,High,562,32,3808,9,FALSE
V10000370,C10000370,Truck,High,4056,8,888,9,FALSE
V10000431,C10000431,Truck,High,3268,35,4130,9,FALSE
V10000724,C10000724,Truck,High,4780,8,752,9,FALSE
V10000746,C10000746,Truck,High,3026,28,2744,9,FALSE
V10000795,C10000795,Truck,High,1776,28,3164,9,FALSE
V10001218,C10001218,Truck,High,3029,10,650,9,FALSE
V10001344,C10001344,Truck,High,3540,10,620,9,FALSE
V10001927,C10001927,Truck,High,2453,33,3696,9,FALSE
V10002123,C10002123,Truck,High,1440,26,2964,9,FALSE
V10002130,C10002130,Truck,High,4032,28,1680,9,FALSE
V10002172,C10002172,Truck,High,1267,20,1540,9,FALSE
V10002711,C10002711,Truck,High,1331,6,606,9,FALSE
V10002816,C10002816,Truck,High,746,33,2079,9,FALSE
V10002984,C10002984,Truck,High,4055,20,1660,9,FALSE
V10003081,C10003081,Truck,High,2260,37,3885,9,FALSE
V10003105,C10003105,Truck,High,1291,20,2020,9,FALSE
V10003379,C10003379,Truck,High,2093,18,1458,9,FALSE
V10003628,C10003628,Truck,High,3619,16,1840,9,FALSE
V10003731,C10003731,Truck,High,2774,6,474,9,FALSE
V10003941,C10003941,Truck,High,3487,35,2310,9,FALSE
V10004306,C10004306,Truck,High,2859,5,360,9,FALSE
V10004432,C10004432,Truck,High,3554,36,4284,9,FALSE
V10004598,C10004598,Truck,High,1649,25,2600,9,FALSE
V10004785,C10004785,Truck,High,887,15,1080,9,FALSE
V10004899,C10004899,Truck,High,4648,26,2132,9,FALSE
V10005093,C10005093,Truck,High,1650,22,1628,9,FALSE
V10005562,C10005562,Truck,High,2380,35,2905,9,FALSE
V10005720,C10005720,Truck,High,1668,10,640,9,FALSE
V10005779,C10005779,Truck,High,5381,36,2556,9,FALSE
V10005933,C10005933,Truck,High,2344,37,4366,9,FALSE
V10005938,C10005938,Truck,High,5495,5,530,9,FALSE
V10006124,C10006124,Truck,High,3398,5,370,9,FALSE
V10006201,C10006201,Truck,High,4753,23,2185,9,FALSE
V10006353,C10006353,Truck,High,5283,12,1320,9,FALSE
V10006403,C10006403,Truck,High,4001,34,3706,9,FALSE
V10006461,C10006461,Truck,High,3220,37,4440,9,FALSE
V10006648,C10006648,Truck,High,3822,21,2205,9,FALSE
V10006819,C10006819,Truck,High,3782,7,427,9,FALSE
V10006837,C10006837,Truck,High,1452,31,3255,9,FALSE
V10007052,C10007052,Truck,High,2059,35,3080,9,FALSE
V10007424,C10007424,Truck,High,1524,40,2520,9,FALSE
V10007946,C10007946,Truck,High,4969,11,803,9,FALSE
V10008143,C10008143,Truck,High,610,7,518,9,FALSE
V10008347,C10008347,Truck,High,1243,29,2233,9,FALSE
V10008514,C10008514,Truck,High,3809,21,1911,9,FALSE
V10008699,C10008699,Truck,High,2505,5,595,9,FALSE
V10008716,C10008716,Truck,High,4007,32,3104,9,FALSE
V10008938,C10008938,Truck,High,4854,23,2415,9,FALSE
V10009047,C10009047,Truck,High,2561,32,3456,9,FALSE
V10009115,C10009115,Truck,High,1615,29,2552,9,FALSE
V10009128,C10009128,Truck,High,4052,40,2680,9,FALSE
V10009135,C10009135,Truck,High,807,39,3900,9,FALSE
V10009832,C10009832,Truck,High,541,30,3390,9,FALSE
V10010071,C10010071,Truck,High,2346,30,2490,9,FALSE
V10010162,C10010162,Truck,High,575,28,2632,9,FALSE
V10010905,C10010905,Truck,High,946,36,2412,9,FALSE
V10010998,C10010998,Truck,High,4886,11,1254,9,FALSE
V10011080,C10011080,Truck,High,2796,13,1287,9,FALSE
V10011130,C10011130,Truck,High,3750,21,1512,9,FALSE
V10011523,C10011523,Truck,High,4744,24,1824,9,FALSE
V10011633,C10011633,Truck,High,3866,24,1944,9,FALSE
V10011663,C10011663,Truck,High,3557,25,1850,9,FALSE
V10011710,C10011710,Truck,High,2390,9,594,9,FALSE
V10011780,C10011780,Truck,High,1682,34,3910,9,FALSE
V10011857,C10011857,Truck,High,2095,19,2109,9,FALSE
V10012084,C10012084,Truck,High,3210,31,1922,9,FALSE
V10012162,C10012162,Truck,High,3605,23,1587,9,FALSE
V10012211,C10012211,Truck,High,5885,14,1358,9,FALSE
V10012514,C10012514,Truck,High,1948,27,2268,9,FALSE
V10012677,C10012677,Truck,High,1749,13,1027,9,FALSE
V10012726,C10012726,Truck,High,3744,21,2499,9,FALSE
V10013121,C10013121,Truck,High,2541,31,3596,9,FALSE
V10013323,C10013323,Truck,High,5162,22,1562,9,FALSE
V10013354,C10013354,Truck,High,638,17,1802,9,FALSE
V10013632,C10013632,Truck,High,2643,32,3264,9,FALSE
V10014179,C10014179,Truck,High,2549,22,1628,9,FALSE
V10014209,C10014209,Truck,High,1437,24,2832,9,FALSE
V10014340,C10014340,Truck,High,1301,6,396,9,FALSE
V10014415,C10014415,Truck,High,835,30,2160,9,FALSE
V10014454,C10014454,Truck,High,3697,5,480,9,FALSE
V10014585,C10014585,Truck,High,3481,8,480,9,FALSE
V10014879,C10014879,Truck,High,1216,6,528,9,FALSE
V10014956,C10014956,Truck,High,3725,16,1232,9,FALSE
V10015080,C10015080,Truck,High,2144,35,3990,9,FALSE
V10015559,C10015559,Truck,High,940,13,1508,9,FALSE
V10015761,C10015761,Truck,High,5286,26,2340,9,FALSE
V10016049,C10016049,Truck,High,1850,16,1856,9,FALSE
V10016207,C10016207,Truck,High,1355,23,2254,9,FALSE
V10016446,C10016446,Truck,High,989,9,900,9,FALSE
V10016457,C10016457,Truck,High,1659,30,2460,9,FALSE
V10016517,C10016517,Truck,High,2283,16,1552,9,FALSE
V10016980,C10016980,Truck,High,1714,28,2380,9,FALSE
V10017800,C10017800,Truck,High,4363,23,1403,9,FALSE
V10017895,C10017895,Truck,High,2068,31,3286,9,FALSE
V10017915,C10017915,Truck,High,1778,10,730,9,FALSE
V10018177,C10018177,Truck,High,1263,35,3010,9,FALSE
V10018311,C10018311,Truck,High,2280,17,1853,9,FALSE
V10018320,C10018320,Truck,High,1541,36,2988,9,FALSE
V10018378,C10018378,Truck,High,3579,37,3478,9,FALSE
V10018433,C10018433,Truck,High,4684,29,2204,9,FALSE
V10019050,C10019050,Truck,High,651,33,3432,9,FALSE
V10019091,C10019091,Truck,High,594,10,750,9,FALSE
V10019108,C10019108,Truck,High,5196,12,1344,9,FALSE
V10019110,C10019110,Truck,High,2111,37,3552,9,FALSE
V10019200,C10019200,Truck,High,5529,23,1518,9,FALSE
V10019400,C10019400,Truck,High,959,16,1296,9,FALSE
V10019641,C10019641,Truck,High,5230,26,2444,9,FALSE
V10019804,C10019804,Truck,High,641,12,972,9,FALSE
V10019923,C10019923,Truck,High,5125,9,720,9,FALSE
V10000218,C10000218,Sedan,Medium,3845,33,3795,25,FALSE
V10000323,C10000323,Sedan,Medium,3240,17,1462,25,FALSE
V10000463,C10000463,Sedan,Medium,5585,12,1404,25,FALSE
V10000504,C10000504,Sedan,Medium,1916,25,1900,25,FALSE
V10001168,C10001168,Sedan,Medium,1027,39,3159,25,FALSE
V10001215,C10001215,Sedan,Medium,5476,29,2204,25,FALSE
V10001423,C10001423,Sedan,Medium,4089,9,936,25,FALSE
V10001485,C10001485,Sedan,Medium,4435,7,581,25,FALSE
V10001616,C10001616,Sedan,Medium,2506,13,1430,25,FALSE
V10001969,C10001969,Sedan,Medium,4096,7,833,25,FALSE
V10002010,C10002010,Sedan,Medium,5710,6,432,25,FALSE
V10002293,C10002293,Sedan,Medium,1938,13,871,25,FALSE
V10002345,C10002345,Sedan,Medium,3472,33,2343,25,FALSE
V10002441,C10002441,Sedan,Medium,577,26,2522,25,FALSE
V10002482,C10002482,Sedan,Medium,3781,19,1596,25,FALSE
V10003023,C10003023,Sedan,Medium,3632,36,3024,25,FALSE
V10003296,C10003296,Sedan,Medium,3437,16,1296,25,FALSE
V10003312,C10003312,Sedan,Medium,945,36,3960,25,FALSE
V10003506,C10003506,Sedan,Medium,3268,7,833,25,FALSE
V10004028,C10004028,Sedan,Medium,3527,20,1200,25,FALSE
V10004042,C10004042,Sedan,Medium,4317,35,3675,25,FALSE
V10004545,C10004545,Sedan,Medium,5327,20,2120,25,FALSE
V10005260,C10005260,Sedan,Medium,2580,19,1843,25,FALSE
V10005300,C10005300,Sedan,Medium,705,33,2805,25,FALSE
V10005405,C10005405,Sedan,Medium,5345,21,2415,25,FALSE
V10005522,C10005522,Sedan,Medium,5022,11,1265,25,FALSE
V10005544,C10005544,Sedan,Medium,2678,17,1020,25,FALSE
V10005571,C10005571,Sedan,Medium,666,22,1804,25,FALSE
V10005874,C10005874,Sedan,Medium,3486,8,640,25,FALSE
V10006081,C10006081,Sedan,Medium,5052,16,1504,25,FALSE
V10006378,C10006378,Sedan,Medium,3899,35,3605,25,FALSE
V10006381,C10006381,Sedan,Medium,3431,31,2449,25,FALSE
V10006413,C10006413,Sedan,Medium,4645,17,1360,25,FALSE
V10006521,C10006521,Sedan,Medium,5528,10,700,25,FALSE
V10006584,C10006584,Sedan,Medium,2161,21,2226,25,FALSE
V10006859,C10006859,Sedan,Medium,1238,40,3840,25,FALSE
V10007277,C10007277,Sedan,Medium,5443,7,721,25,FALSE
V10007837,C10007837,Sedan,Medium,2078,16,1504,25,FALSE
V10008016,C10008016,Sedan,Medium,3857,34,3162,25,FALSE
V10008145,C10008145,Sedan,Medium,749,40,4720,25,FALSE
V10008501,C10008501,Sedan,Medium,1665,34,2890,25,FALSE
V10008559,C10008559,Sedan,Medium,3025,24,2232,25,FALSE
V10008860,C10008860,Sedan,Medium,2345,14,1456,25,FALSE
V10009064,C10009064,Sedan,Medium,3797,27,2754,25,FALSE
V10009153,C10009153,Sedan,Medium,2760,17,1802,25,FALSE
V10009534,C10009534,Sedan,Medium,2602,22,2442,25,FALSE
V10009587,C10009587,Sedan,Medium,2850,33,2673,25,FALSE
V10009597,C10009597,Sedan,Medium,2024,36,3384,25,FALSE
V10009657,C10009657,Sedan,Medium,2066,26,2002,25,FALSE
V10010500,C10010500,Sedan,Medium,4629,33,2838,25,FALSE
V10010548,C10010548,Sedan,Medium,2169,6,702,25,FALSE
V10010628,C10010628,Sedan,Medium,2777,29,3045,25,FALSE
V10010842,C10010842,Sedan,Medium,2039,20,2180,25,FALSE
V10011041,C10011041,Sedan,Medium,1789,21,1974,25,FALSE
V10011163,C10011163,Sedan,Medium,1404,27,2592,25,FALSE
V10011353,C10011353,Sedan,Medium,2882,9,1062,25,FALSE
V10011511,C10011511,Sedan,Medium,927,13,1092,25,FALSE
V10011532,C10011532,Sedan,Medium,2798,6,558,25,FALSE
V10011662,C10011662,Sedan,Medium,5922,10,920,25,FALSE
V10011721,C10011721,Sedan,Medium,1223,30,3150,25,FALSE
V10011928,C10011928,Sedan,Medium,3891,9,1035,25,FALSE
V10012373,C10012373,Sedan,Medium,2640,13,923,25,FALSE
V10012402,C10012402,Sedan,Medium,960,38,3876,25,FALSE
V10013124,C10013124,Sedan,Medium,4724,14,1400,25,FALSE
V10013445,C10013445,Sedan,Medium,4018,24,1608,25,FALSE
V10013712,C10013712,Sedan,Medium,3994,36,3708,25,FALSE
V10013862,C10013862,Sedan,Medium,3535,32,3680,25,FALSE
V10013881,C10013881,Sedan,Medium,3767,19,1710,25,FALSE
V10014131,C10014131,Sedan,Medium,2086,29,2987,25,FALSE
V10014202,C10014202,Sedan,Medium,3747,8,584,25,FALSE
V10014280,C10014280,Sedan,Medium,4016,10,750,25,FALSE
V10014541,C10014541,Sedan,Medium,4849,20,1860,25,FALSE
V10014758,C10014758,Sedan,Medium,3986,13,1521,25,FALSE
V10015013,C10015013,Sedan,Medium,4471,18,1494,25,FALSE
V10015467,C10015467,Sedan,Medium,2254,29,2407,25,FALSE
V10015542,C10015542,Sedan,Medium,4941,11,1166,25,FALSE
V10015592,C10015592,Sedan,Medium,3794,29,3248,25,FALSE
V10015858,C10015858,Sedan,Medium,1151,13,1183,25,FALSE
V10015949,C10015949,Sedan,Medium,5597,6,720,25,FALSE
V10016194,C10016194,Sedan,Medium,2623,30,2670,25,FALSE
V10016248,C10016248,Sedan,Medium,2078,18,1602,25,FALSE
V10016324,C10016324,Sedan,Medium,4821,23,2599,25,FALSE
V10016393,C10016393,Sedan,Medium,1961,28,1876,25,FALSE
V10016519,C10016519,Sedan,Medium,4015,7,525,25,FALSE
V10016623,C10016623,Sedan,Medium,3465,25,2525,25,FALSE
V10016684,C10016684,Sedan,Medium,4799,23,2047,25,FALSE
V10016802,C10016802,Sedan,Medium,2052,30,2970,25,FALSE
V10016884,C10016884,Sedan,Medium,4005,31,2635,25,FALSE
V10016974,C10016974,Sedan,Medium,1924,7,532,25,FALSE
V10017081,C10017081,Sedan,Medium,1847,34,3366,25,FALSE
V10017164,C10017164,Sedan,Medium,1150,36,2268,25,FALSE
V10017772,C10017772,Sedan,Medium,1376,7,455,25,FALSE
V10018175,C10018175,Sedan,Medium,4946,28,2884,25,FALSE
V10018593,C10018593,Sedan,Medium,5817,17,1598,25,FALSE
V10019103,C10019103,Sedan,Medium,3858,10,1000,25,FALSE
V10019166,C10019166,Sedan,Medium,4891,8,888,25,FALSE
V10019281,C10019281,Sedan,Medium,3691,16,1904,25,FALSE
V10019767,C10019767,Sedan,Medium,5302,26,2366,25,FALSE
V10019827,C10019827,Sedan,Medium,683,12,756,25,FALSE
V10019912,C10019912,Sedan,Medium,2928,19,2033,25,FALSE
V10000049,C10000049,Sedan,Medium,1825,24,2808,13,FALSE
V10000153,C10000153,Sedan,Medium,2049,25,1500,13,FALSE
V10000269,C10000269,Sedan,Medium,2834,16,1600,13,FALSE
V10000496,C10000496,Sedan,Medium,3707,30,1800,13,FALSE
V10000502,C10000502,Sedan,Medium,4812,22,2574,13,FALSE
V10000551,C10000551,Sedan,Medium,1163,29,2407,13,FALSE
V10000689,C10000689,Sedan,Medium,2566,6,360,13,FALSE
V10000744,C10000744,Sedan,Medium,4012,29,3277,13,FALSE
V10000802,C10000802,Sedan,Medium,3559,33,2706,13,FALSE
V10001354,C10001354,Sedan,Medium,4925,21,1785,13,FALSE
V10001366,C10001366,Sedan,Medium,1380,31,2077,13,FALSE
V10001388,C10001388,Sedan,Medium,1890,9,873,13,FALSE
V10001436,C10001436,Sedan,Medium,4871,9,675,13,FALSE
V10002417,C10002417,Sedan,Medium,3518,33,3102,13,FALSE
V10002611,C10002611,Sedan,Medium,2883,34,2414,13,FALSE
V10002783,C10002783,Sedan,Medium,1638,31,3286,13,FALSE
V10002894,C10002894,Sedan,Medium,5826,12,1392,13,FALSE
V10003067,C10003067,Sedan,Medium,2382,22,2640,13,FALSE
V10003573,C10003573,Sedan,Medium,2989,22,1452,13,FALSE
V10003724,C10003724,Sedan,Medium,5736,17,1887,13,FALSE
V10003758,C10003758,Sedan,Medium,1557,34,2652,13,FALSE
V10004122,C10004122,Sedan,Medium,5046,13,1378,13,FALSE
V10004341,C10004341,Sedan,Medium,1769,23,2139,13,FALSE
V10004632,C10004632,Sedan,Medium,4450,22,2222,13,FALSE
V10005149,C10005149,Sedan,Medium,5222,21,2037,13,FALSE
V10005279,C10005279,Sedan,Medium,3129,17,1700,13,FALSE
V10005821,C10005821,Sedan,Medium,5150,33,2013,13,FALSE
V10005934,C10005934,Sedan,Medium,1485,39,3393,13,FALSE
V10005977,C10005977,Sedan,Medium,1121,29,2291,13,FALSE
V10006034,C10006034,Sedan,Medium,3746,33,2640,13,FALSE
V10006233,C10006233,Sedan,Medium,4701,20,2240,13,FALSE
V10006434,C10006434,Sedan,Medium,1678,6,600,13,FALSE
V10006693,C10006693,Sedan,Medium,4209,13,1014,13,FALSE
V10006747,C10006747,Sedan,Medium,1026,32,3104,13,FALSE
V10006943,C10006943,Sedan,Medium,768,22,2090,13,FALSE
V10006979,C10006979,Sedan,Medium,2339,10,1150,13,FALSE
V10007322,C10007322,Sedan,Medium,4483,19,2204,13,FALSE
V10007338,C10007338,Sedan,Medium,666,11,1309,13,FALSE
V10008039,C10008039,Sedan,Medium,873,8,664,13,FALSE
V10008061,C10008061,Sedan,Medium,1690,6,378,13,FALSE
V10008235,C10008235,Sedan,Medium,1806,32,3136,13,FALSE
V10008452,C10008452,Sedan,Medium,4378,23,2484,13,FALSE
V10009581,C10009581,Sedan,Medium,3478,31,3503,13,FALSE
V10009591,C10009591,Sedan,Medium,5327,12,900,13,FALSE
V10009796,C10009796,Sedan,Medium,1774,12,732,13,FALSE
V10009963,C10009963,Sedan,Medium,2964,28,2688,13,FALSE
V10010212,C10010212,Sedan,Medium,2646,12,996,13,FALSE
V10010412,C10010412,Sedan,Medium,3813,21,1491,13,FALSE
V10011101,C10011101,Sedan,Medium,1293,9,846,13,FALSE
V10011222,C10011222,Sedan,Medium,3742,14,1498,13,FALSE
V10011295,C10011295,Sedan,Medium,603,21,2016,13,FALSE
V10011363,C10011363,Sedan,Medium,2043,9,918,13,FALSE
V10011395,C10011395,Sedan,Medium,5104,10,1050,13,FALSE
V10011617,C10011617,Sedan,Medium,3153,17,1020,13,FALSE
V10011656,C10011656,Sedan,Medium,2050,22,1342,13,FALSE
V10011816,C10011816,Sedan,Medium,3816,20,1880,13,FALSE
V10012194,C10012194,Sedan,Medium,5104,33,2343,13,FALSE
V10012224,C10012224,Sedan,Medium,5126,15,1260,13,FALSE
V10012997,C10012997,Sedan,Medium,549,10,980,13,FALSE
V10013608,C10013608,Sedan,Medium,4208,9,1071,13,FALSE
V10013702,C10013702,Sedan,Medium,3018,32,3360,13,FALSE
V10013763,C10013763,Sedan,Medium,4670,11,891,13,FALSE
V10014183,C10014183,Sedan,Medium,1205,19,1254,13,FALSE
V10014281,C10014281,Sedan,Medium,2322,16,1872,13,FALSE
V10014366,C10014366,Sedan,Medium,2826,7,658,13,FALSE
V10014514,C10014514,Sedan,Medium,1934,14,1386,13,FALSE
V10014552,C10014552,Sedan,Medium,2899,32,2336,13,FALSE
V10014634,C10014634,Sedan,Medium,5434,24,1968,13,FALSE
V10014698,C10014698,Sedan,Medium,5141,33,2739,13,FALSE
V10014730,C10014730,Sedan,Medium,4092,28,2156,13,FALSE
V10014831,C10014831,Sedan,Medium,5187,28,2408,13,FALSE
V10014961,C10014961,Sedan,Medium,1270,29,2378,13,FALSE
V10015468,C10015468,Sedan,Medium,2937,36,2988,13,FALSE
V10015548,C10015548,Sedan,Medium,1812,15,930,13,FALSE
V10015562,C10015562,Sedan,Medium,5161,10,1110,13,FALSE
V10015582,C10015582,Sedan,Medium,4629,12,1248,13,FALSE
V10015821,C10015821,Sedan,Medium,2096,10,700,13,FALSE
V10015934,C10015934,Sedan,Medium,2217,12,1212,13,FALSE
V10016555,C10016555,Sedan,Medium,5016,23,1633,13,FALSE
V10016608,C10016608,Sedan,Medium,5111,6,642,13,FALSE
V10016848,C10016848,Sedan,Medium,2983,40,4760,13,FALSE
V10017230,C10017230,Sedan,Medium,2895,13,1014,13,FALSE
V10017555,C10017555,Sedan,Medium,2313,30,3360,13,FALSE
V10017825,C10017825,Sedan,Medium,583,40,3120,13,FALSE
V10017958,C10017958,Sedan,Medium,3547,10,780,13,FALSE
V10017996,C10017996,Sedan,Medium,2465,8,728,13,FALSE
V10019045,C10019045,Sedan,Medium,1369,19,1995,13,FALSE
V10019073,C10019073,Sedan,Medium,1480,23,2024,13,FALSE
V10019177,C10019177,Sedan,Medium,3981,5,310,13,FALSE
V10019249,C10019249,Sedan,Medium,2992,21,1470,13,FALSE
V10019594,C10019594,Sedan,Medium,1119,17,1530,13,FALSE
V10019645,C10019645,Sedan,Medium,5774,12,876,13,FALSE
V10019954,C10019954,Sedan,Medium,979,8,480,13,FALSE
V10000045,C10000045,Sedan,Medium,3788,16,1840,6,FALSE
V10000160,C10000160,Sedan,Medium,4680,27,3159,6,FALSE
V10000317,C10000317,Sedan,Medium,1383,28,2604,6,FALSE
V10000329,C10000329,Sedan,Medium,5320,6,654,6,FALSE
V10000701,C10000701,Sedan,Medium,1778,6,702,6,FALSE
V10000797,C10000797,Sedan,Medium,911,9,846,6,FALSE
V10000866,C10000866,Sedan,Medium,673,10,980,6,FALSE
V10001004,C10001004,Sedan,Medium,4208,7,497,6,FALSE
V10001053,C10001053,Sedan,Medium,5107,13,1209,6,FALSE
V10001138,C10001138,Sedan,Medium,5259,15,1800,6,FALSE
V10001190,C10001190,Sedan,Medium,5183,23,2691,6,FALSE
V10001223,C10001223,Sedan,Medium,2160,40,3800,6,FALSE
V10001278,C10001278,Sedan,Medium,4027,7,469,6,FALSE
V10001364,C10001364,Sedan,Medium,4408,17,2006,6,FALSE
V10001409,C10001409,Sedan,Medium,5200,11,1089,6,FALSE
V10001470,C10001470,Sedan,Medium,4666,22,1826,6,FALSE
V10001684,C10001684,Sedan,Medium,582,31,3565,6,FALSE
V10002284,C10002284,Sedan,Medium,4459,31,1984,6,FALSE
V10002416,C10002416,Sedan,Medium,2584,7,812,6,FALSE
V10002561,C10002561,Sedan,Medium,4443,11,1111,6,FALSE
V10002571,C10002571,Sedan,Medium,1517,16,1408,6,FALSE
V10002602,C10002602,Sedan,Medium,3244,37,3256,6,FALSE
V10002793,C10002793,Sedan,Medium,3083,27,2565,6,FALSE
V10002806,C10002806,Sedan,Medium,1994,8,768,6,FALSE
V10002977,C10002977,Sedan,Medium,650,23,1380,6,FALSE
V10003234,C10003234,Sedan,Medium,634,7,826,6,FALSE
V10003454,C10003454,Sedan,Medium,1737,31,2883,6,FALSE
V10003739,C10003739,Sedan,Medium,5392,34,2346,6,FALSE
